req_no	thread_id	answer_title	answer_author	work_id	work_title	work_author	readinglog_count	first_publish_year
1114	23036611	All the Birds, Singing		https://openlibrary.org/works/OL20857577W	All the birds, singing	Evie Wyld	8	2013.0
1115	23036762	My Sister Mike	Amelia Elizabeth Walden	https://openlibrary.org/works/OL6705800W	My sister Mike	Amelia Elizabeth Walden	0	1956.0
1116	23036774	Who cares about Espie Sanchez?	Terry Dunnahoo	https://openlibrary.org/works/OL1935350W	Who cares about Espie Sanchez?	Terry Dunnahoo	1	1975.0
1117	23036785	The Uninvited	Tim Wynne-Jones	https://openlibrary.org/works/OL20459352W	The Uninvited	Tim Wynne-Jones	2	2010.0
1118	23036800	Mystery of the Great Swamp	Marjorie A. Zapf	https://openlibrary.org/works/OL15147323W	The mystery of the great swamp	Marjorie A. Zapf	3	1967.0
1119	23037550	The Darkest Whisper	Gena Showalter	https://openlibrary.org/works/OL14909445W	The Darkest Whisper	Gena Showalter	14	2009.0
1120	23037651	Jean and Johnny	Beverly Cleary	https://openlibrary.org/works/OL151932W	Jean and Johnny	Beverly Cleary	28	1959.0
1121	23038918	Out of the Silent Planet 		https://openlibrary.org/works/OL71166W	Out of the Silent Planet	C.S. Lewis	271	1938.0
1122	23038982	All Aboard the Train	Ethel Kessler and Leonard P. Kessler	https://openlibrary.org/works/OL3634651W	All Aboard the Train	Ethel Kessler	0	1964.0
1123	23039022	Listening for Lions	Gloria Whelan	https://openlibrary.org/works/OL27332661W	Listening for Lions	Gloria Whelan	0	2008.0
1124	23039181	Gold Digger		https://openlibrary.org/works/OL8454207W	Gold Diggers	Tasmina Perry	5	2008.0
1125	23039485	At the End of Everything		https://openlibrary.org/works/OL25319435W	At the End of Everything	Marieke Nijkamp	10	2022.0
1126	23039560	Abe Lincoln Gets His Chance	Frances Cavanah	https://openlibrary.org/works/OL16612825W	Abe Lincoln gets his chance	Frances Cavanah; Paul Hutchison	1	1959.0
1127	23039586	The Alpha's Expectations		https://openlibrary.org/works/OL2462427W	Agnes Grey	Anne Brontë	65	1847.0
1128	23039714	Life as We Knew It	Susan Beth Pfeffer	https://openlibrary.org/works/OL860483W	Life As We Knew It	Susan Beth Pfeffer	150	2006.0
1129	23039806	Hold Fast to Your Dreams 		https://openlibrary.org/works/OL194367W	Hold fast to your dreams	Catherine Blanton	0	1955.0
1130	23039910	The Harvester		https://openlibrary.org/works/OL10263W	Le petit prince	Antoine de Saint-Exupéry	3230	1943.0
1131	23039990	The Poisoned House		https://openlibrary.org/works/OL17704993W	The poisoned house	Michael Ford	5	2010.0
1132	23040262	Tell Me Something		https://openlibrary.org/works/OL19351767W	Tell Me Something	Adele Parks	3	2008.0
1133	23040277	When You Reach Me	Rebecca Stead	https://openlibrary.org/works/OL15012031W	When You Reach Me	Rebecca Stead	102	2009.0
1134	23040480	Not Meant to Be Broken		https://openlibrary.org/works/OL24663141W	Not Meant To Be Broken	Cora Reilly	10	2014.0
1135	23040653	The Shakespeare Stealer	Gary Blackwood	https://openlibrary.org/works/OL15015105W	Shakespeare Stealer	Gary Blackwood	30	2000.0
1136	23041157	Hollywood Dreamers		https://openlibrary.org/works/OL5108811W	Hollywood dreamers	Judy Spencer	0	1986.0
1137	23041678	The Wives		https://openlibrary.org/works/OL16894032W	Good wives	Louisa May Alcott	217	1870.0
1138	23041891	Steel Magic	Andre Norton aka Gray Magic	https://openlibrary.org/works/OL473272W	The Magic Books (Fur Magic; Steel Magic; Octagon Magic)	Andre Norton	1	1988.0
1139	23043184	The Windows of Forever 		https://openlibrary.org/works/OL1864360W	The windows of forever	John Morressy	0	1975.0
1140	23043325	Pretty Please	Diane Hoh	https://openlibrary.org/works/OL3585144W	Pretty Please (Point)	Diane Hoh	9	1994.0
1141	23043819	Jinx	Margaret Wild	https://openlibrary.org/works/OL31982531W	Jinx		0	
1142	23043842	Down a Dark Hall	Lois Duncan	https://openlibrary.org/works/OL29696W	Down a Dark Hall	Lois Duncan	73	1974.0
1143	23044121	Voice of the Planet		https://openlibrary.org/works/OL1904133W	Voice of the Planet	Michael Tobias	0	1990.0
1144	23044199	Felix and the Atties	Mireille Levert not found on LibraryThing				0	
1145	23044950	I Am Number Four	Pittacus Lore	https://openlibrary.org/works/OL15615982W	I am number four	Pittacus Lore	120	2010.0
1146	23045386	Odd Is on Our Side (Graphic Novel)	Dean Koontz	https://openlibrary.org/works/OL15395212W	Odd Is On Our Side	Fred Van Lente; Dean Koontz	14	2010.0
1147	23045517	Blue Lab	J. A. Jones	https://openlibrary.org/works/OL8614238W	Blue Lab	J. A Jones	0	
1148	23045769	Imagining Argentina 		https://openlibrary.org/works/OL11882436W	Imagining Argentina	Lawrence Thornton	2	1987.0
1149	23045890	The Miscalculations of Lightning Girl	Stacy McAnulty	https://openlibrary.org/works/OL19739397W	The miscalculations of Lightning Girl	Stacy McAnulty	67	2008.0
1150	23045979	Golden Train Book		https://openlibrary.org/works/OL8130565W	Golden Train Book	R. Miller	0	1970.0
1151	23045987	Newly Wed	Nancy Krulik	https://openlibrary.org/works/OL35663621W	Best Newly-wed Jokes (Mini-ha-ha Books)		0	1970.0
1152	23046013	The Husband's Secret		https://openlibrary.org/works/OL17116908W	The Husband's Secret	Liane Moriarty	71	2013.0
1153	23046898	No Tomorrow		https://openlibrary.org/works/OL4225428W	There is no tomorrow	Yvonne Whittal	76	1987.0
1154	23046986	Avalon: Book 1	Shantelle McKinnon	https://openlibrary.org/works/OL41607984W	Avalon	Shantelle McKinnon	0	2016.0
1155	23047174	Missing	Kelley Armstrong				0	
1156	23047783	Happily Ever After (Girls to the Rescue)	Bruce Lansky	https://openlibrary.org/works/OL791645W	Happily Ever After (Girls to the Rescue)	Bruce Lansky	1	2006.0
1157	23051142	Possess Me at Midnight		https://openlibrary.org/works/OL15462025W	Possess me at midnight	Shayla Black	5	2009.0
1158	23052581	What Happened to Heather Hopkowitz?	Charlotte Herman	https://openlibrary.org/works/OL15845874W	What happened to Heather Hopkowitz?	Charlotte Herman	1	1981.0
1159	23052965	The Healer of Fox Hollow		https://openlibrary.org/works/OL17478574W	The Healer Of Fox Hollow	Joann Rose Leonard	0	2012.0
1160	23058406	The Brooklyn Follies		https://openlibrary.org/works/OL1682237W	The Brooklyn Follies	Paul Auster	13	2005.0
1161	23062062	All I Need to Know I Learned From My Cat		https://openlibrary.org/works/OL2951455W	All I need to know I learned from my cat	Suzy Becker	10	1990.0
1162	23063101	Home Sweet Horror (Scary Tales)		https://openlibrary.org/works/OL20104491W	Home Sweet Horror (Scary Tales 1)	James Preller	3	2001.0
1163	23063522	The Screaming Bridge	J. A. Darke	https://openlibrary.org/works/OL21273194W	The Screaming Bridge	J. A. Darke; Brandon Terrell; Nelson Evergreen	2	2015.0
1164	23063614	Backtracked	Pedro de Alcantara	https://openlibrary.org/works/OL34687881W	BACKTRACK		0	
1165	23063916	Charnel House		https://openlibrary.org/works/OL10673227W	Charnel House	Graham Masterton	2	1979.0
1166	23064669	Stranger From the Depths	Gerry Turner	https://openlibrary.org/works/OL6330371W	Stranger from the depths	Gerry Turner	26	1967.0
1167	23064954	Falling	Sharon Dogar				0	
1168	23066431	The Party		https://openlibrary.org/works/OL28992472W	Manifest der Kommunistischen Partei	Karl Marx; Friedrich Engels	219	1848.0
1169	23066578	The Runaway Dolls	Ann M. Martin and Laura Godwin	https://openlibrary.org/works/OL818080W	The Runaway Dolls	Ann M. Martin; Laura Godwin	11	2008.0
1170	23067051	Frozen in Time	Jahnna N. Malcolm aka Into the Light title on LibraryThing: Zodiacs: Libra: Frozen in Time	https://openlibrary.org/works/OL998777W	Frozen in time	Jahnna N. Malcolm	6	1995.0
1171	23067195	Robin Hood, the One Who Looked Good in Green	Wendy Mass	https://openlibrary.org/works/OL20164943W	Robin Hood, the One Who Looked Good in Green	Wendy Mass	2	2018.0
1172	23068380	Phoenix Rising #1: Elissa's Quest	Erica Verrillo	https://openlibrary.org/works/OL8044390W	Elissa's Quest (Phoenix Rising #1)	Erica Verrillo	1	2007.0
1173	23069080	Crooked Letter Crooked Letter		https://openlibrary.org/works/OL15092855W	Crooked letter, crooked letter	Tom Franklin; Tom Franklin; franklin-tom	20	2010.0
1174	23070572	Banned Book	Jonah Winter				0	
1175	23070594	Sticks across the Chimney		https://openlibrary.org/works/OL7544278W	Sticks across the chimney	Nora Burglon; Fritz Eichenberg	13	1938.0
1176	23070758	A Magic Crystal		https://openlibrary.org/works/OL116268W	A Magic Crystal? (Marvin Redpost)	Louis Sachar	37	2000.0
1177	23071107	The Faraway Lurs	Harry Behn	https://openlibrary.org/works/OL4100304W	The faraway lurs	Harry Behn	6	1963.0
1178	23072035	Rumi's Riddle	Eliot Schrefer	https://openlibrary.org/works/OL39180696W	Rumi's Riddle	Eliot Schrefer	0	2020.0
1179	23072077	Bosnian Family (Journey Between Two Worlds)	Robin Silverman aka A Bosnian Family	https://openlibrary.org/works/OL9190985W	Bosnian Family (Journey Between Two Worlds)	Robin Silverman	0	1997.0
1180	23072147	Seductions		https://openlibrary.org/works/OL1157252W	Les Liaisons dangereuses	Pierre Choderlos de Laclos	123	1782.0
1182	23072273	I Made a Mess (God's Little Zoo)	Cathy Drinkwater Better	https://openlibrary.org/works/OL34699262W	I Made a Mess (God's Little Zoo)	Cathy Drinkwater Better	0	2012.0
1183	23073074	The Magic of Provence: Pleasures of Southern France	Yvone Lenard	https://openlibrary.org/works/OL100245W	The magic of Provence	Yvone Lenard	0	2000.0
1184	23073516	More More More, Said the Baby	Vera B. Williams	https://openlibrary.org/works/OL3243592W	"""More more more"" said the baby"	Vera B. Williams	24	1990.0
1185	23073572	Recovery Road		https://openlibrary.org/works/OL27954637W	Recovery Road	Christine Feehan	9	2023.0
1186	23075445	Halloween Horrors		https://openlibrary.org/works/OL9830041W	Halloween Horrors	Various well known horror writers	12	1987.0
1187	23075574	My Dark Romeo		https://openlibrary.org/works/OL34493682W	My Dark Romeo	Parker S. Huntington; L.J. Shen	362	2023.0
1188	23075816	The Caged Queen	Kristen Ciccarelli	https://openlibrary.org/works/OL19753036W	The caged queen	Kristen Ciccarelli	3	2018.0
1189	23076070	Dandelion Clocks	Rebecca Westcott	https://openlibrary.org/works/OL21067551W	Dandelion Clocks	Rebecca Westcott Smith	2	2014.0
1190	23077056	The Hills Is Lonely	Lillian Beckwith	https://openlibrary.org/works/OL3943423W	The Hills is Lonely	Lillian Beckwith	21	1959.0
1191	23077249	Model Undercover: Paris		https://openlibrary.org/works/OL21106316W	Model under Cover	Carina Axelsson	9	2014.0
1192	23077256	Wreck		https://openlibrary.org/works/OL45310W	Robinson Crusoe	Daniel Defoe	551	1719.0
1193	23077258	Garden of the Purple Dragon		https://openlibrary.org/works/OL6073957W	Garden of the Purple Dragon	Carole Wilkinson	22	2005.0
1194	23077279	The Absolutely True Story...	Willo Davis Roberts aka The Absolutely True Story... How I Visited Yellowstone Park with the Terrible Rupes	https://openlibrary.org/works/OL15125765W	The absolutely true story of my visit to Yellowstone with the terrible Rupes	Willo Davis Roberts	2	1994.0
1195	23077609	Chain of Hearts	Maureen McCarthy	https://openlibrary.org/works/OL38066590W	Chain of Hearts	Maureen McCarthy	0	1999.0
1196	23077950	The Dead House	Anne Cassidy	https://openlibrary.org/works/OL19089797W	The Dead House	Anne Cassidy	0	2009.0
1197	23078729	Dear Olly		https://openlibrary.org/works/OL42723W	Dear Olly	Michael Morpurgo; Paul McGann	10	2000.0
1198	23079791	Worst Idea Ever		https://openlibrary.org/works/OL21095542W	Worst Ideas Ever	Daniel B. Kline; Jason Tomaszewski	0	2011.0
1199	23079810	The Killer on the Wall 		https://openlibrary.org/works/OL21868175W	Study Guide	SuperSummary	1158	2017.0
1200	23080141	Red Hook Road		https://openlibrary.org/works/OL15926311W	Red Hook Road	Ayelet Waldman	0	2010.0
1202	23081168	The Three Fates		https://openlibrary.org/works/OL1796100W	The three fates	Francis Marion Crawford	0	1891.0
1203	23081288	 Native Son		https://openlibrary.org/works/OL275128W	Native Son	Richard Wright; Richard Wright - undifferentiated; Richard Wright	235	1940.0
1204	23081560	The Golden Aquarians	Monica Hughes	https://openlibrary.org/works/OL574632W	The Golden Aquarians	Monica Hughes        	2	1995.0
1205	23081769	A Manny for Christmas		https://openlibrary.org/works/OL30916314W	Handy Manny Coloring Book : Perfect Christmas Gift for Kids and Adults Who Love Handy Manny	Coloring Home Kidz	0	2021.0
1206	23082018	Lori	Gloria Goldreich	https://openlibrary.org/works/OL3290407W	Lori	Gloria Goldreich	0	1979.0
1207	23082305	The Westing Game	Ellen Raskin	https://openlibrary.org/works/OL4103857W	The Westing Game	Ellen Raskin	290	1978.0
1208	23083158	Dovey Coe	Frances O'Roark Dowell	https://openlibrary.org/works/OL15072938W	Dovey Coe	Frances O'Roark Dowell	29	2001.0
1209	23083264	A Girl Called Fearless	Catherine Linka	https://openlibrary.org/works/OL19980920W	A girl called Fearless	Catherine Linka	1	2014.0
1210	23083320	The Glimpses of the Moon		https://openlibrary.org/works/OL98580W	The Glimpses of the Moon	Edith Wharton	52	1922.0
1211	23083567	The Unfortunates	Kim Liggett	https://openlibrary.org/works/OL19751546W	The unfortunates	Kim Liggett	2	2018.0
1212	23083942	I Can't Tell You	Hillary Frank	https://openlibrary.org/works/OL5707558W	I can't tell you	Hillary Frank	4	2004.0
1213	23085586	The Secret Language	Ursula Nordstrom	https://openlibrary.org/works/OL2672205W	The secret language	Ursula Nordstrom	22	1950.0
1214	23085790	High Trail		https://openlibrary.org/works/OL137743W	High Trail To Danger	Joan Lowery Nixon	4	1991.0
1216	23086425	The Cavendish Home for Boys and Girls	Claire Legrand				0	
1217	23087346	The Door at the End of the World		https://openlibrary.org/works/OL20152768W	The Door at the End of the World	Caroline Carlson	2	2019.0
1219	23088258	The Beach Party 		https://openlibrary.org/works/OL30432218W	Coloring Book	Donald Nguyen	88	2019.0
1220	23088260	 Tangled Web		https://openlibrary.org/works/OL2818291W	Love's tangled web	Mary Lyons	65	1984.0
1221	23089146	Fast Forward		https://openlibrary.org/works/OL4490790W	Fast forward	Janice Greene	0	1992.0
1222	23089312	The Blue Castle		https://openlibrary.org/works/OL77775W	The blue castle	Lucy Maud Montgomery	259	1926.0
1223	23089381	For Love & Glory		https://openlibrary.org/works/OL362695W	Antony and Cleopatra	William Shakespeare	217	1734.0
1224	23089404	The Secret Life of Violet Grant		https://openlibrary.org/works/OL19976653W	The secret life of Violet Grant	Beatriz Williams	6	2014.0
1225	23090176	An Inconvenient Ward		https://openlibrary.org/works/OL21868175W	Study Guide	SuperSummary	1158	2017.0
1226	23090205	The Kind Worth Saving		https://openlibrary.org/works/OL27914187W	Kind Worth Saving	Peter Swanson	8	2023.0
1227	23090210	Nine Lives		https://openlibrary.org/works/OL2521179W	Lives	Plutarch	159	1564.0
1228	23090620	The Truth About Truman School	Dori Hillestad Butler	https://openlibrary.org/works/OL17759991W	The truth about Truman School	Dori Hillestad Butler	6	2009.0
1229	23090879	Private Arrangements 		https://openlibrary.org/works/OL24196618W	Private arrangements	Sherry Thomas	9	2008.0
1230	23092312	The Wicked, Wicked Ladies in the Haunted House	Mary Chase og title: The Wicked Pigeon Ladies in the Garden	https://openlibrary.org/works/OL7108459W	The Wicked, Wicked Ladies in the Haunted House	Mary Chase	12	2003.0
1231	23093001	Mrs. Toggle's Class Picture Day	Robin Pulver	https://openlibrary.org/works/OL448135W	Mrs. Toggle's class picture day	Robin Pulver	1	2000.0
1232	23093007	 The Dark Ground		https://openlibrary.org/works/OL2009697W	The Dark Ground	Gillian Cross	1	2001.0
1233	23093080	Indelicacy 		https://openlibrary.org/works/OL20756376W	Indelicacy	Amina Cain	9	2020.0
1234	23093724	Wild 		https://openlibrary.org/works/OL14942956W	The Call of the Wild	Jack London	864	1903.0
1235	23094202	Pasadena	Sherri L. Smith	https://openlibrary.org/works/OL20037221W	Pasadena	Sherri L. Smith	2	2016.0
1236	23094861	A Wonderful Year	Nick Bruel	https://openlibrary.org/works/OL19993786W	A wonderful year	Nick Bruel	0	2015.0
1237	23095007	Journey of the Oceanauts		https://openlibrary.org/works/OL6439735W	Journey of the oceanauts	Louis Wolfe	0	1968.0
1238	23095058	The Buried Giant		https://openlibrary.org/works/OL17333499W	The Buried Giant	Kazuo Ishiguro	93	1900.0
1239	23095380	Talking Like the Rain: A Read-to-Me Book of Poems		https://openlibrary.org/works/OL15840323W	Talking like the rain	X. J. Kennedy; Dorothy M. Kennedy; Jane Dyer	4	1992.0
1240	23095768	The Forest of App	Gloria Dank	https://openlibrary.org/works/OL4103173W	The forest of App	Gloria Dank	0	1983.0
1241	23095943	Beany and the Beckoning Road	Lenora Mattingly Weber	https://openlibrary.org/works/OL19365583W	beany and the beckoning road	lenora mattingly weber	1	1952.0
1242	23096454	 Kitty in the Middle	Judy Delton	https://openlibrary.org/works/OL1926795W	Kitty in the middle	Judy Delton	1	1979.0
1243	23096459	The Tea Ceremony: The Uncollected Writings of Gina Berriault		https://openlibrary.org/works/OL549400W	The tea ceremony	Gina Berriault	0	2003.0
1244	23097269	Shoot Your Shot 		https://openlibrary.org/works/OL28434027W	Shoot Your Shot	Jordan Strope	1	2022.0
1245	23097514	Ruby Holler	Sharon Creech	https://openlibrary.org/works/OL27418628W	Ruby Holler	Sharon Creech	18	2002.0
1246	23097637	Worlds Apart	Jill Murphy	https://openlibrary.org/works/OL496103W	Worlds apart	Jill Murphy	2	1988.0
1247	23097727	The Devil's Door-Bell	Anthony Horowitz	https://openlibrary.org/works/OL14952296W	The Devil's Door-Bell	Anthony Horowitz	7	1983.0
1248	23098207	The Map to Everywhere	Carrie Ryan and John Parke Davis	https://openlibrary.org/works/OL19665038W	The map to everywhere	Carrie Ryan	12	2014.0
1249	23098678	Crazy House	James Patterson	https://openlibrary.org/works/OL19324160W	Crazy House	James Patterson	30	2017.0
1250	23099005	The Tenant		https://openlibrary.org/works/OL260101W	The Tenant of Wildfell Hall	Anne Brontë	83	1847.0
1251	23099501	The Wonderful Flight to the Mushroom Planet	Eleanor Cameron	https://openlibrary.org/works/OL4280505W	The wonderful flight to the Mushroom Planet	Eleanor Cameron	82	1954.0
1252	23099591	The Awakening	Kelley Armstrong	https://openlibrary.org/works/OL5810945W	The Awakening	Kelley Armstrong	41	2009.0
1253	23100023	A Deadly Game of Magic	Joan Lowery Nixon	https://openlibrary.org/works/OL137781W	A DEADLY GAME OF MAGIC	Joan Lowery Nixon	22	1983.0
1254	23100164	Witch		https://openlibrary.org/works/OL45886W	The Witches	Roald Dahl	937	1983.0
1255	23100504	Snakes' Elbows	Deirdre Madden	https://openlibrary.org/works/OL29414857W	Snakes' Elbows	Deirdre Madden	0	2012.0
1256	23100899	Cousins	Virginia Hamilton	https://openlibrary.org/works/OL259619W	Collins Robert French English Dictionary	Beryl T. Atkins; HarperCollins; Alain Duval; Robert Collins - undifferentiated; Collectif; Robert Staff; Frances Ilingworth; Collins-Robert; Collins Robert Staff; Staff of Dictionnaires Robert; Rosemary Milne; Pierre-Henri Cousin; Helene M. A. Lewis; Lorna A. Sinclair; Renee O. Birks; Marie-Noelle Lamy; B. T. S. Atkins; Paul Robert; Collins; Collins Publishers; Rosemary C. Milne; Michela Clari; Martyn Back; Jean-François Allain; Collectif Lorna Knight; T; -	7	1978.0
1258	23101063	Drowning Is Inevitable	Shalanda Stanley	https://openlibrary.org/works/OL24694317W	Drowning is inevitable	Shalanda Stanley	1	2015.0
1259	23101632	Devil's Donkey	Bill Brittain	https://openlibrary.org/works/OL3935660W	Devil's Donkey	Bill Brittain	1	1981.0
1260	23101658	The Secret Birthday Message		https://openlibrary.org/works/OL53021W	The secret birthday message	Eric Carle	49	1971.0
1261	23101667	 Help, I am a Prisoner in the Library		https://openlibrary.org/works/OL21868175W	Study Guide	SuperSummary	1158	2017.0
1262	23102202	Climbing the Stairs	Padma Venkatraman	https://openlibrary.org/works/OL17738692W	Climbing the stairs	Padma Venkatraman	13	2009.0
1263	23102726	Breathe: A Ghost Story	Cliff McNish	https://openlibrary.org/works/OL5711620W	Breathe	Cliff McNish	11	2006.0
1264	23102941	No Vacancy	Tziporah Cohen	https://openlibrary.org/works/OL21884604W	No Vacancy	Tziporah Cohen	5	2020.0
1265	23103643	Hidden Fires 		https://openlibrary.org/works/OL5797749W	Hidden Fires	Sandra Brown	52	1982.0
1266	23103647	Saving Wishes		https://openlibrary.org/works/OL21868175W	Study Guide	SuperSummary	1158	2017.0
1267	23103648	Christmas Lessons	Janine Boissard	https://openlibrary.org/works/OL2168174W	Christmas lessons	Janine Boissard	1	1984.0
1268	23104112	Pokemon Trainer's Survival Guide	Mark Macdonald	https://openlibrary.org/works/OL4098486W	Pokémon Trainer's Survival Guide	Mark MacDonald	4	1999.0
1269	23104427	Keep This to Yourself		https://openlibrary.org/works/OL20160894W	Keep This to Yourself	Tom Ryan	5	2019.0
1270	23104553	Pictures in the Dark		https://openlibrary.org/works/OL8193416W	The Picture of Dorian Gray	Oscar Wilde	1703	1890.0
1271	23105251	The Ghosts of Heaven		https://openlibrary.org/works/OL17082318W	The Ghosts of Heaven	Marcus Sedgwick	6	2015.0
1272	23105512	Foundling	D. M. Cornish	https://openlibrary.org/works/OL7988736W	Foundling (Monster Blood Tattoo, Book 1)	D.M. Cornish	29	2006.0
1273	23105705	My Louisiana Sky		https://openlibrary.org/works/OL449929W	My Louisiana sky	Kimberly Willis Holt; Kimberly Holt	55	1998.0
1274	23105791	The Magic Ring	Neta Lohnes Frazier	https://openlibrary.org/works/OL22434142W	The magic ring	Neta Lohnes Frazier	0	1959.0
1275	23106343	The Root Cellar		https://openlibrary.org/works/OL543971W	The root cellar	Janet Lunn; Janet Lunn; Scott Cameron (illustrator); Janet Lunn; Janet Louise Swoboda Lunn	20	1981.0
1276	23106344	The Talking Eggs: A Folktale from the American South		https://openlibrary.org/works/OL116644W	The talking eggs	Robert D. San Souci	36	1989.0
1277	23106347	It's A Dog's Life		https://openlibrary.org/works/OL175798W	It's a dog's life	John R. Erickson	18	1984.0
1278	23107069	Monkey Island		https://openlibrary.org/works/OL7464891W	Monkey Island	Sarah Derman	0	1957.0
1279	23107087	Made For You	Melissa Marr	https://openlibrary.org/works/OL17896942W	Made For You	Melissa Marr	5	2015.0
1281	23107603	Wakers		https://openlibrary.org/works/OL30728119W	Wakers	Johannes Kert Roots; Michaela Hoffman	0	2020.0
1282	23108067	Faith, Hope and Chicken Feathers	Andrea Wyman aka Faith, Hope, and Chicken Feathers	https://openlibrary.org/works/OL3256927W	Faith, hope, and chicken feathers	Andrea Wyman	0	1994.0
1283	23108108	If You Only Knew	Rachel Vail	https://openlibrary.org/works/OL20511894W	If you only knew ...		0	2002.0
1284	23108197	Lady Jane 		https://openlibrary.org/works/OL66614W	Lady Susan	Jane Austen	142	1925.0
1285	23109347	Mockingbird		https://openlibrary.org/works/OL3140822W	To Kill a Mockingbird	Harper Lee	5411	1960.0
1286	23109675	Sticks Spools and Feathers	Harvey Weiss	https://openlibrary.org/works/OL3458854W	Sticks, spools and feathers	Harvey Weiss	1	1962.0
1287	23109837	Healer	Peter Dickinson	https://openlibrary.org/works/OL1858352W	Healer	Peter Dickinson	0	1983.0
1288	23109904	Undone		https://openlibrary.org/works/OL17732W	Bible	Bible	1999	1200.0
1289	23110568	Ask Me If I Care	H. B. Gilmour	https://openlibrary.org/works/OL8120840W	Ask Me If I Care	H. B. Gilmour	3	1985.0
1290	23110669	Mr Icy Cold and Other Stories	Enid Blyton	https://openlibrary.org/works/OL1949018W	Mr. Icy Cold and Other Stories	Enid Blyton	2	1993.0
1291	23110730	Norwegian by Night		https://openlibrary.org/works/OL16637520W	Norwegian by night	Derek Miller	1	2013.0
1292	23110771	Indigo's Star	Hilary McKay	https://openlibrary.org/works/OL15831332W	Indigo's star	Hilary McKay	5	2003.0
1293	23111080	Mystery Madness	Otto Coontz	https://openlibrary.org/works/OL5597347W	Mystery madness	Otto Coontz	3	1982.0
1294	23111333	By the Great Horn Spoon!	Sid Fleischman	https://openlibrary.org/works/OL114723W	By The Great Horn Spoon	Sid Fleischman	304	1963.0
1295	23111413	Greylands	Isobelle Carmody	https://openlibrary.org/works/OL29381468W	Greylands	Isobelle Carmody	0	2012.0
1296	23111668	Joey Pigza Swallowed the Key		https://openlibrary.org/works/OL20735832W	Joey Pigza Swallowed the Key	Jack Gantos	4	2009.0
1299	23112701	The Little Stranger		https://openlibrary.org/works/OL551022W	The Little Stranger	Sarah Waters; Jaime Zulaika Goicoechea	75	2009.0
1300	23113190	The Silken Road to Samarkand 		https://openlibrary.org/works/OL19913817W	The Silken Road to Samarkand	Janeen Webb	0	2003.0
1301	23113381	Dark Companion		https://openlibrary.org/works/OL1840329W	Dark companions	Ramsey Campbell	3	1982.0
1303	23115401	Winter		https://openlibrary.org/works/OL362687W	Winter's Tale	William Shakespeare	107	1735.0
1304	23116429	Goldheart		https://openlibrary.org/works/OL33023013W	Goldheart	Kenley Davidson	1	2016.0
1305	23116754	The Monsters' Room		https://openlibrary.org/works/OL24272500W	The monsters' room	Hope Campbell	0	1976.0
1306	23117820	The Worry Week	Anne S. Lindbergh				0	
1307	23118458	It's a Bloody Girl		https://openlibrary.org/works/OL9563892W	It's a Bloody Girl!	Fiorella de Luca Calce	0	1991.0
1308	23119016	Giving	Shirley Hughes				0	
1309	23119399	99 Days	Katie Cotugno	https://openlibrary.org/works/OL20000225W	99 days	Katie Cotugno	23	2015.0
1310	23120236	The Explicitly Yours		https://openlibrary.org/works/OL24154817W	Explicitly Yours	Jessica Hawkins	2	2017.0
1311	23121577	There's a Boy in the Girls' Bathroom	Louis Sachar	https://openlibrary.org/works/OL116253W	There's a Boy in the Girl's Bathroom (Cascades)	Louis Sachar	231	1987.0
1312	23121656	Climbing the Stairs	Padma Venkatraman	https://openlibrary.org/works/OL17738692W	Climbing the stairs	Padma Venkatraman	13	2009.0
1313	23122037	Heist Society	Ally Carter	https://openlibrary.org/works/OL14909677W	Heist Society (Heist Society #1)	Ally Carter	21	2010.0
1314	23122427	The City and Its Uncertain Walls		https://openlibrary.org/works/OL43485696W	The City and Its Uncertain Walls	Haruki Marukami	0	2024.0
1315	23122615	The Bull Rider's Homecoming	Allie Pleiter	https://openlibrary.org/works/OL21831737W	Harlequin Love Inspired May 2017 - Box Set 2 Of 2	Allie Pleiter; Ruth Logan Herne; Stephanie Dees	0	2017.0
1316	23123714	Your Love Is Not Good 		https://openlibrary.org/works/OL28847504W	Your Love Is Not Good	Johanna Hedva	2	2023.0
1317	23124285	The Hole in the Wall		https://openlibrary.org/works/OL2343881W	The hole in the wall	Arthur Morrison	3	1902.0
1318	23124402	Dinotopia	James Gurney	https://openlibrary.org/works/OL58400W	Dinotopia	James Gurney	150	1992.0
1319	23124517	Devil on My Heels	Joyce McDonald	https://openlibrary.org/works/OL2621404W	Devil on my heels	Joyce McDonald	1	2004.0
1320	23124523	The Line Between		https://openlibrary.org/works/OL60358W	Common Sense	Thomas Paine	197	1776.0
1321	23124626	Tuck Everlasting	Natalie Babbitt	https://openlibrary.org/works/OL2775698W	Tuck Everlasting	Natalie Babbitt	405	1975.0
1322	23124742	Out of Nowhere	Ouida Sebestyen	https://openlibrary.org/works/OL3750757W	Out of Nowhere	Ouida Sebestyen	7	1994.0
1323	23124926	Mouthing		https://openlibrary.org/works/OL45310W	Robinson Crusoe	Daniel Defoe	551	1719.0
1324	23125349	If You Were Mine		https://openlibrary.org/works/OL12639077W	If you were mine	Kitty Lessells	1	1955.0
1325	23126070	Deceived		https://openlibrary.org/works/OL11350239W	Laws, etc	England and Wales	30	1513.0
1326	23126920	Storm		https://openlibrary.org/works/OL134333W	The Second World War	Winston S. Churchill	397	1948.0
1327	23127548	Rogue Male 		https://openlibrary.org/works/OL4780878W	Rogue Male	Geoffrey Household	36	1939.0
